word	count	suggestion	sugg_count	first_letter	sugg_letter
ilhung	1	alhung	19	i	a
ger	1	ner	19	g	n
dimo	1	himo	19	d	h
razor	1	hazor	19	r	h
eile	1	tile	19	e	t
gadou	1	kadou	19	g	k
gasan	1	nasan	19	g	n
thalou	1	khalou	19	t	k
leha	1	geha	19	l	g
u-el	1	a-el	19	u	a
rum	1	ium	19	r	i
jeha	1	geha	19	j	g
nadeh	1	kadeh	19	n	k
konsa	1	gonsa	19	k	g
gaji	1	kaji	19	g	k
pile	1	tile	19	p	t
touchal	1	louchal	19	t	l
bah-in	1	vah-in	19	b	v
mom	1	jom	19	m	j
monsa	1	gonsa	19	m	g
phingin	1	chingin	19	p	c
luh	1	duh	19	l	d
hasan	1	nasan	19	h	n
nohna	1	bohna	19	n	b
solpa	1	bolpa	19	s	b
jangho	1	dangho	19	j	d
nanin	1	manin	19	n	m
sonsa	1	gonsa	19	s	g
mohna	1	bohna	19	m	b
thingtah	1	chingtah	19	t	c
hadou	1	kadou	19	h	k
balsa	1	halsa	19	b	h
ikijoh	1	akijoh	19	i	a
lkijoh	1	akijoh	19	l	a
zel	1	tel	19	z	t
zel	1	mel	19	z	m
lanin	1	manin	19	l	m
ikichauvin	1	akichauvin	19	i	a
aom	1	jom	19	a	j
pasan	1	nasan	19	p	n
isopinu	1	asopinu	19	i	a
itousah	1	atousah	19	i	a
ikihet	1	akihet	19	i	a
bangho	1	dangho	19	b	d
lile	1	tile	19	l	t
habol	1	gabol	19	h	g
naovin	1	paovin	18	n	p
palin	1	jalin	18	p	j
sahal	1	kahal	18	s	k
bam	1	vam	18	b	v
mung	1	pung	18	m	p
mush	1	cush	18	m	c
koikom	1	hoikom	18	k	h
akhat	1	ikhat	18	a	i
enam	1	anam	18	e	a
mam	1	vam	18	m	v
poute	1	noute	18	p	n
deiyun	1	seiyun	18	d	s
seitah	1	deitah	18	s	d
aung	1	pung	18	a	p
pipeh	1	kipeh	18	p	k
nul	1	mul	18	n	m
hush	1	cush	18	h	c
aun	1	pun	18	a	p
kaovin	1	paovin	18	k	p
mahal	1	kahal	18	m	k
ohel	1	ahel	18	o	a
zam	1	vam	18	z	v
ron	1	gon	18	r	g
pangchah	1	dangchah	18	p	d
cun	1	pun	18	c	p
hr	1	ar	18	h	a
yui	1	tui	18	y	t
leitah	1	deitah	18	l	d
souva	1	gouva	18	s	g
souva	1	kouva	18	s	k
lungkon	1	hungkon	18	l	h
ithuseiyu	1	athuseiyu	18	i	a
eido	1	kido	18	e	k
agima	1	ngima	18	a	n
kui	1	tui	18	k	t
hasim	1	nasim	18	h	n
luh	1	buh	18	l	b
bui	1	tui	18	b	t
goldoh	1	soldoh	18	g	s
sul	1	mul	18	s	m
gongin	1	bongin	18	g	b
lhutsoh	1	khutsoh	18	l	k
ngil	1	agil	18	n	a
aui	1	tui	18	a	t
dehna	1	hehna	18	d	h
igoma	1	agoma	18	i	a
-un	1	pun	18	-	p
ga-nga	1	ka-nga	18	g	k
'in	1	yin	18	'	y
jihol	1	eihol	18	j	e
ahaga	1	chaga	18	a	c
bouva	1	gouva	18	b	g
bouva	1	kouva	18	b	k
inam	1	anam	18	i	a
guma	1	luma	18	g	l
iuma	1	luma	18	i	l
vetle	1	jetle	17	v	j
pohsa	1	dohsa	17	p	d
ninte	1	hinte	17	n	h
ihaina	1	khaina	17	i	k
eidoh	1	hidoh	17	e	h
neuva	1	seuva	17	n	s
ibolu	1	abolu	17	i	a
ye	1	re	17	y	r
lh	1	eh	17	l	e
aal	1	bal	17	a	b
ph	1	eh	17	p	e
ilahpeh	1	alahpeh	17	i	a
beuva	1	seuva	17	b	s
geuva	1	seuva	17	g	s
ngolte	1	agolte	17	n	a
gatu	1	natu	17	g	n
eal	1	bal	17	e	b
gona	1	hona	17	g	h
sonthei	1	donthei	17	s	d
konthei	1	donthei	17	k	d
aun	1	kun	17	a	k
pelouvin	1	helouvin	17	p	h
habah	1	nabah	17	h	n
th	1	eh	17	t	e
ih	1	eh	17	i	e
cun	1	kun	17	c	k
simlai	1	kimlai	17	s	k
ze	1	re	17	z	r
shi	1	ihi	17	s	i
rami	1	nami	17	r	n
vani	1	bani	17	v	b
veuva	1	seuva	17	v	s
teuva	1	seuva	17	t	s
hatu	1	natu	17	h	n
velouvin	1	helouvin	17	v	h
hani	1	bani	17	h	b
pela	1	bela	17	p	b
goldoh	1	toldoh	17	g	t
jela	1	bela	17	j	b
nohna	1	dohna	17	n	d
kungle	1	nungle	17	k	n
lana	1	jana	17	l	j
cal	1	bal	17	c	b
machang	1	nachang	17	m	n
mohna	1	dohna	17	m	d
nona	1	hona	17	n	h
johdoh	1	tohdoh	17	j	t
-un	1	kun	17	-	k
'in	1	sin	17	'	s
koilim	1	doilim	17	k	d
sutna	1	putna	17	s	p
jontah	1	dontah	17	j	d
-e	1	re	17	-	r
munchu	1	gunchu	17	m	g
nitoh	1	mitoh	17	n	m
nela	1	bela	17	n	b
iheuvin	1	aheuvin	17	i	a
ikisei	1	akisei	17	i	a
nunset	1	gunset	17	n	g
ihao	1	ahao	17	i	a
joma	1	soma	17	j	s
theuvin	1	aheuvin	17	t	a
naovin	1	taovin	16	n	t
naovin	1	gaovin	16	n	g
pemna	1	semna	16	p	s
nakhao	1	sakhao	16	n	s
neuva	1	leuva	16	n	l
galamkai	1	jalamkai	16	g	j
iha	1	sha	16	i	s
ginguva	1	jinguva	16	g	j
beuva	1	leuva	16	b	l
geuva	1	leuva	16	g	l
aikhat	1	tikhat	16	a	t
gemin	1	semin	16	g	s
deiyun	1	teiyun	16	d	t
seidin	1	keidin	16	s	k
iumuvin	1	aumuvin	16	i	a
galup	1	kalup	16	g	k
nul	1	kul	16	n	k
kaovin	1	taovin	16	k	t
kaovin	1	gaovin	16	k	g
gur	1	hur	16	g	h
sur	1	hur	16	s	h
ahish	1	chish	16	a	c
cai	1	sai	16	c	s
mehi	1	jehi	16	m	j
gasa	1	kasa	16	g	k
ikihen	1	akihen	16	i	a
machung	1	kachung	16	m	k
pham	1	lham	16	p	l
vadoh	1	nadoh	16	v	n
dadoh	1	nadoh	16	d	n
veuva	1	leuva	16	v	l
yui	1	vui	16	y	v
eisim	1	nisim	16	e	n
vaiyun	1	laiyun	16	v	l
teuva	1	leuva	16	t	l
keh-in	1	seh-in	16	k	s
vamin	1	jamin	16	v	j
hemna	1	semna	16	h	s
nihil	1	eihil	16	n	e
noiyin	1	koiyin	16	n	k
kui	1	vui	16	k	v
midel	1	eidel	16	m	e
teh-in	1	seh-in	16	t	s
lhe	1	ahe	16	l	a
bui	1	vui	16	b	v
hau	1	dau	16	h	d
kanakhang	1	nanakhang	16	k	n
thoiya	1	choiya	16	t	c
lumuvin	1	aumuvin	16	l	a
sul	1	kul	16	s	k
damuvin	1	gamuvin	16	d	g
jahen	1	kahen	16	j	k
neidin	1	keidin	16	n	k
vamuvin	1	gamuvin	16	v	g
nanin	1	danin	16	n	d
pop	1	jop	16	p	j
zeh	1	heh	16	z	h
heh-in	1	seh-in	16	h	s
kalamkai	1	jalamkai	16	k	j
aui	1	vui	16	a	v
khisoh	1	ahisoh	16	k	a
sup	1	lup	16	s	l
nemna	1	semna	16	n	s
jangtah	1	sangtah	16	j	s
lanin	1	danin	16	l	d
lbol'a	1	ibol'a	16	l	i
haiyun	1	laiyun	16	h	l
meilah	1	keilah	16	m	k
lhomu	1	khomu	16	l	k
kouho	1	touho	16	k	t
taiyun	1	laiyun	16	t	l
vouho	1	touho	16	v	t
minah	1	kinah	16	m	k
namuvin	1	gamuvin	16	n	g
kamuvin	1	gamuvin	16	k	g
neilam	1	deilam	16	n	d
dahen	1	kahen	16	d	k
khina	1	china	16	k	c
top	1	jop	16	t	j
mangtah	1	sangtah	16	m	s
daiyun	1	laiyun	16	d	l
tanun	1	nanun	16	t	n
ahimin	1	thimin	16	a	t
kihoa	1	eihoa	16	k	e
hingte	1	gingte	15	h	g
ikitan	1	akitan	15	i	a
teiyu	1	seiyu	15	t	s
vap	1	jap	15	v	j
uijong	1	tijong	15	u	t
meuvin	1	neuvin	15	m	n
meuvin	1	teuvin	15	m	t
itu	1	atu	15	i	a
kil	1	mil	15	k	m
kamchenga	1	gamchenga	15	k	g
deuvin	1	neuvin	15	d	n
deuvin	1	teuvin	15	d	t
deiyu	1	seiyu	15	d	s
suiyin	1	juiyin	15	s	j
gona	1	dona	15	g	d
gona	1	mona	15	g	m
luiyin	1	juiyin	15	l	j
kaphung	1	naphung	15	k	n
gingsoh	1	lingsoh	15	g	l
shit	1	lhit	15	s	l
jog	1	gog	15	j	g
kilou	1	tilou	15	k	t
heipe	1	neipe	15	h	n
uhin	1	thin	15	u	t
ge-na	1	te-na	15	g	t
jeuvin	1	neuvin	15	j	n
jeuvin	1	teuvin	15	j	t
nano	1	mano	15	n	m
gathum	1	jathum	15	g	j
eingai	1	kingai	15	e	k
reho	1	teho	15	r	t
bil	1	mil	15	b	m
gia	1	mia	15	g	m
hap	1	jap	15	h	j
lotdoh-in	1	potdoh-in	15	l	p
ijiteu	1	ajiteu	15	i	a
macha	1	kacha	15	m	k
eijepna	1	kijepna	15	e	k
-u	1	lu	15	-	l
phuna	1	khuna	15	p	k
vaitai	1	paitai	15	v	p
bea	1	pea	15	b	p
jamsah	1	damsah	15	j	d
khoiyin	1	choiyin	15	k	c
phingin	1	thingin	15	p	t
mijah	1	hijah	15	m	h
laljo	1	galjo	15	l	g
touvinge	1	pouvinge	15	t	p
keuvin	1	neuvin	15	k	n
keuvin	1	teuvin	15	k	t
valha	1	nalha	15	v	n
ichonse	1	achonse	15	i	a
nundoh	1	tundoh	15	n	t
eison	1	kison	15	e	k
sing	1	ving	15	s	v
langu	1	mangu	15	l	m
kano	1	mano	15	k	m
kangu	1	mangu	15	k	m
bilha	1	kilha	15	b	k
nigel	1	kigel	15	n	k
nona	1	dona	15	n	d
nona	1	mona	15	n	m
map	1	jap	15	m	j
pil	1	mil	15	p	m
up	1	op	15	u	o
nailouva	1	dailouva	15	n	d
beitoh	1	keitoh	15	b	k
jangtah	1	hangtah	15	j	h
a-pau	1	i-pau	15	a	i
hahot	1	nahot	15	h	n
heitoh	1	keitoh	15	h	k
tongla	1	bongla	15	t	b
dea	1	pea	15	d	p
beiyu	1	seiyu	15	b	s
ihilna	1	ahilna	15	i	a
leltoh	1	geltoh	15	l	g
hekah	1	pekah	15	h	p
chuna	1	khuna	15	c	k
gaphah	1	naphah	15	g	n
bia	1	mia	15	b	m
dingte	1	gingte	15	d	g
inailut	1	anailut	15	i	a
mangtah	1	hangtah	15	m	h
ihanun	1	chanun	15	i	c
heho	1	teho	15	h	t
be-na	1	te-na	15	b	t
meitoh	1	keitoh	15	m	k
aongdoh	1	longdoh	14	a	l
rache	1	gache	14	r	g
ihauvin	1	khauvin	14	i	k
lanna	1	hanna	14	l	h
nisunga	1	oisunga	14	n	o
houthua	1	jouthua	14	h	j
aonge	1	monge	14	a	m
khem	1	ahem	14	k	a
ihom	1	thom	14	i	t
nungse	1	sungse	14	n	s
ahauvin	1	khauvin	14	a	k
isugam	1	asugam	14	i	a
choidoh	1	ahoidoh	14	c	a
japh	1	naph	14	j	n
haph	1	naph	14	h	n
hali	1	tali	14	h	t
nolut	1	polut	14	n	p
sakeng	1	kakeng	14	s	k
mache	1	gache	14	m	g
lajo	1	najo	14	l	n
gasan	1	kasan	14	g	k
kadeichat	1	nadeichat	14	k	n
eilhep	1	kilhep	14	e	k
tansa	1	pansa	14	t	p
saph	1	naph	14	s	n
sajo	1	najo	14	s	n
caph	1	naph	14	c	n
hanah	1	vanah	14	h	v
tare	1	kare	14	t	k
gamul	1	samul	14	g	s
obil	1	abil	14	o	a
kouleh	1	louleh	14	k	l
kitai	1	jitai	14	k	j
hungput	1	lungput	14	h	l
mohlut	1	pohlut	14	m	p
aoh	1	voh	14	a	v
gajo	1	najo	14	g	n
gasun	1	nasun	14	g	n
bonge	1	monge	14	b	m
hasan	1	kasan	14	h	k
vakeng	1	kakeng	14	v	k
tongdoh	1	longdoh	14	t	l
katai	1	natai	14	k	n
chomho	1	khomho	14	c	k
donge	1	monge	14	d	m
jangho	1	pangho	14	j	p
nanin	1	sanin	14	n	s
eivui	1	kivui	14	e	k
licheh	1	kicheh	14	l	k
sou	1	mou	14	s	m
tolte	1	holte	14	t	h
kijou	1	mijou	14	k	m
nakipah	1	kakipah	14	n	k
zel	1	pel	14	z	p
lhujong	1	chujong	14	l	c
agimsel	1	ngimsel	14	a	n
honcha	1	koncha	14	h	k
lanin	1	sanin	14	l	s
samuva	1	lamuva	14	s	l
gasah	1	lasah	14	g	l
solte	1	holte	14	s	h
nijou	1	mijou	14	n	m
ichoh	1	achoh	14	i	a
sanah	1	vanah	14	s	v
pasan	1	kasan	14	p	k
pitai	1	jitai	14	p	j
deh-un	1	peh-un	14	d	p
hoithem	1	doithem	14	h	d
putsah	1	lutsah	14	p	l
thujong	1	chujong	14	t	c
lhaona	1	ahaona	14	l	a
bangho	1	pangho	14	b	p
hasema	1	nasema	14	h	n
sanna	1	hanna	14	s	h
aotoh	1	hotoh	14	a	h
lhumsah	1	khumsah	14	l	k
isunguva	1	asunguva	14	i	a
vaiyin	1	maiyin	14	v	m
ihem	1	ahem	14	i	a
hobah	1	zobah	13	h	z
nuiya	1	guiya	13	n	g
ihaina	1	chaina	13	i	c
vap	1	lap	13	v	l
pih	1	bih	13	p	b
saova	1	taova	13	s	t
sahal	1	nahal	13	s	n
eilhonpi	1	kilhonpi	13	e	k
bam	1	pam	13	b	p
kil	1	vil	13	k	v
tillen	1	dillen	13	t	d
katna	1	hatna	13	k	h
taa	1	maa	13	t	m
nabei	1	pabei	13	n	p
pomtah	1	lomtah	13	p	l
lhumna	1	khumna	13	l	k
balah	1	jalah	13	b	j
mam	1	pam	13	m	p
kilama	1	hilama	13	k	h
uhin	1	ihin	13	u	i
haka	1	naka	13	h	n
damsoh	1	gamsoh	13	d	g
meth	1	seth	13	m	s
thaiya	1	khaiya	13	t	k
sl	1	ol	13	s	o
nul	1	vul	13	n	v
eiphutdet	1	kiphutdet	13	e	k
genu	1	penu	13	g	p
pouna	1	jouna	13	p	j
gakisem	1	nakisem	13	g	n
nena	1	jena	13	n	j
nep	1	gep	13	n	g
mahal	1	nahal	13	m	n
veth	1	seth	13	v	s
emah	1	amah	13	e	a
menu	1	penu	13	m	p
zam	1	pam	13	z	p
bil	1	vil	13	b	v
michri	1	zichri	13	m	z
laova	1	taova	13	l	t
-l	1	ol	13	-	o
zina	1	aina	13	z	a
hap	1	lap	13	h	l
diba	1	ziba	13	d	z
paka	1	naka	13	p	n
cai	1	jai	13	c	j
katahsanu	1	natahsanu	13	k	n
giba	1	ziba	13	g	z
nah-e	1	sah-e	13	n	s
pham	1	uham	13	p	u
einel	1	kinel	13	e	k
pipan	1	kipan	13	p	k
kakompa	1	nakompa	13	k	n
vamsoh	1	gamsoh	13	v	g
deilouvin	1	neilouvin	13	d	n
vahcha	1	jahcha	13	v	j
hangun	1	bangun	13	h	b
phah-in	1	lhah-in	13	p	l
kasimdoh	1	nasimdoh	13	k	n
dah-e	1	sah-e	13	d	s
eipan	1	kipan	13	e	k
nahetai	1	kahetai	13	n	k
aimdoh	1	simdoh	13	a	s
kuiya	1	guiya	13	k	g
vaa	1	maa	13	v	m
ahaovin	1	khaovin	13	a	k
kamsoh	1	gamsoh	13	k	g
gelna	1	helna	13	g	h
kiuve	1	tiuve	13	k	t
namsoh	1	gamsoh	13	n	g
aoh	1	hoh	13	a	h
aoh	1	noh	13	a	n
nouna	1	jouna	13	n	j
lachoi	1	nachoi	13	l	n
henu	1	penu	13	h	p
muiya	1	guiya	13	m	g
chaiya	1	khaiya	13	c	k
telna	1	helna	13	t	h
iboluva	1	aboluva	13	i	a
kelna	1	helna	13	k	h
sul	1	vul	13	s	v
isot	1	asot	13	i	a
kiba	1	ziba	13	k	z
lana	1	mana	13	l	m
ltinama	1	itinama	13	l	i
daa	1	maa	13	d	m
penaz	1	kenaz	13	p	k
yah	1	hah	13	y	h
gobah	1	zobah	13	g	z
agaiyu	1	ngaiyu	13	a	n
map	1	lap	13	m	l
naova	1	taova	13	n	t
pil	1	vil	13	p	v
jangtah	1	bangtah	13	j	b
khua	1	lhua	13	k	l
lhoi	1	thoi	13	l	t
eilama	1	hilama	13	e	h
'ah	1	hah	13	'	h
tauvinte	1	nauvinte	13	t	n
vachoi	1	nachoi	13	v	n
gabei	1	pabei	13	g	p
ikham	1	akham	13	i	a
gaova	1	taova	13	g	t
jouma	1	louma	13	j	l
-em	1	vem	13	-	v
hekah	1	tekah	13	h	t
phatdoh	1	lhatdoh	13	p	l
vah-e	1	sah-e	13	v	s
tenu	1	penu	13	t	p
kachanute	1	nachanute	13	k	n
hatuh	1	katuh	13	h	k
palaiya	1	nalaiya	13	p	n
mangtah	1	bangtah	13	m	b
tanun	1	hanun	13	t	h
chatah-in	1	phatah-in	13	c	p
ahua	1	lhua	13	a	l
nelna	1	helna	13	n	h
kanga	1	hanga	12	k	h
kanga	1	tanga	12	k	t
tebah	1	zebah	12	t	z
ahonle	1	lhonle	12	a	l
ikikhen	1	akikhen	12	i	a
veile	1	neile	12	v	n
veile	1	keile	12	v	k
iheh	1	theh	12	i	t
lanna	1	tanna	12	l	t
kitahsan	1	eitahsan	12	k	e
dongu	1	jongu	12	d	j
ketna	1	vetna	12	k	v
mula	1	bula	12	m	b
nungma	1	sungma	12	n	s
ye	1	ge	12	y	g
lula	1	bula	12	l	b
jula	1	bula	12	j	b
lh	1	oh	12	l	o
kil	1	sil	12	k	s
aal	1	tal	12	a	t
njong	1	ajong	12	n	a
ph	1	oh	12	p	o
aikhat	1	mikhat	12	a	m
doina	1	koina	12	d	k
misol	1	eisol	12	m	e
rat	1	kat	12	r	k
keri	1	neri	12	k	n
eal	1	tal	12	e	t
dimnah	1	timnah	12	d	t
hekha	1	nekha	12	h	n
joubol	1	loubol	12	j	l
igamsungu	1	agamsungu	12	i	a
igabol	1	agabol	12	i	a
lebo	1	nebo	12	l	n
goiho	1	loiho	12	g	l
zebo	1	nebo	12	z	n
nena	1	tena	12	n	t
epiba	1	ipiba	12	e	i
habah	1	kabah	12	h	k
th	1	oh	12	t	o
ih	1	oh	12	i	o
bil	1	sil	12	b	s
niel	1	ziel	12	n	z
mipum	1	tipum	12	m	t
rum	1	num	12	r	n
haidoh	1	kaidoh	12	h	k
zina	1	nina	12	z	n
zeri	1	neri	12	z	n
ze	1	ge	12	z	g
eilhah	1	bilhah	12	e	b
us	1	es	12	u	e
nah-u	1	tah-u	12	n	t
kakichoi	1	nakichoi	12	k	n
kanaa	1	sanaa	12	k	s
houve	1	jouve	12	h	j
jinai	1	hinai	12	j	h
tomin	1	domin	12	t	d
kouve	1	jouve	12	k	j
eithuh	1	kithuh	12	e	k
bea	1	tea	12	b	t
kipum	1	tipum	12	k	t
nahinkhoa	1	kahinkhoa	12	n	k
mom	1	bom	12	m	b
phahsa	1	ahahsa	12	p	a
kah-u	1	tah-u	12	k	t
khahsa	1	ahahsa	12	k	a
lhe	1	phe	12	l	p
tula	1	bula	12	t	b
uim	1	aim	12	u	a
pela	1	gela	12	p	g
galou	1	talou	12	g	t
galou	1	palou	12	g	p
ganu	1	manu	12	g	m
nong	1	pong	12	n	p
onsa	1	insa	12	o	i
jela	1	gela	12	j	g
sonle	1	konle	12	s	k
tave	1	gave	12	t	g
longkang	1	bongkang	12	l	b
gongu	1	jongu	12	g	j
jahen	1	tahen	12	j	t
cal	1	tal	12	c	t
pop	1	gop	12	p	g
kisea	1	hisea	12	k	h
gongin	1	dongin	12	g	d
licheh	1	hicheh	12	l	h
tolin	1	bolin	12	t	b
dula	1	bula	12	d	b
pil	1	sil	12	p	s
jungun	1	nungun	12	j	n
itokhah	1	atokhah	12	i	a
isuhboh	1	asuhboh	12	i	a
gada	1	nada	12	g	n
ihunna	1	lhunna	12	i	l
tontin	1	pontin	12	t	p
aom	1	bom	12	a	b
vangsah	1	mangsah	12	v	m
'in	1	zin	12	'	z
jontin	1	pontin	12	j	p
hahot	1	kahot	12	h	k
samun	1	damun	12	s	d
lah-u	1	tah-u	12	l	t
heilou	1	deilou	12	h	d
dea	1	tea	12	d	t
-e	1	ge	12	-	g
lontin	1	pontin	12	l	p
nongu	1	jongu	12	n	j
kengle	1	lengle	12	k	l
settoh	1	hettoh	12	s	h
ihilna	1	chilna	12	i	c
nela	1	gela	12	n	g
neilam	1	veilam	12	n	v
eila	1	hila	12	e	h
itahsau	1	atahsau	12	i	a
phonle	1	lhonle	12	p	l
eitup	1	kitup	12	e	k
dahen	1	tahen	12	d	t
jamun	1	damun	12	j	d
khonle	1	lhonle	12	k	l
phatdohna	1	lhatdohna	12	p	l
janu	1	manu	12	j	m
hoiho	1	loiho	12	h	l
einam	1	kinam	12	e	k
mitahsan	1	eitahsan	12	m	e
sanu	1	manu	12	s	m
beile	1	neile	12	b	n
beile	1	keile	12	b	k
thideh	1	ahideh	12	t	a
sanna	1	tanna	12	s	t
top	1	gop	12	t	g
joma	1	homa	12	j	h
thensah	1	chensah	12	t	c
kongu	1	jongu	12	k	j
tongu	1	jongu	12	t	j
seihoa	1	keihoa	12	s	k
seilou	1	deilou	12	s	d
leile	1	neile	12	l	n
leile	1	keile	12	l	k
hingjoh	1	dingjoh	12	h	d
ilhunsah	1	alhunsah	12	i	a
jomin	1	domin	12	j	d
pettoh	1	hettoh	12	p	h
hanu	1	manu	12	h	m
kidangin	1	midangin	12	k	m
meile	1	neile	12	m	n
meile	1	keile	12	m	k
jab	1	rab	11	j	r
hingho	1	dingho	11	h	d
obal	1	ebal	11	o	e
aongdoh	1	kongdoh	11	a	k
languva	1	sanguva	11	l	s
holmo	1	bolmo	11	h	b
geipi	1	keipi	11	g	k
gangtah-in	1	hangtah-in	11	g	h
phaiyin	1	lhaiyin	11	p	l
uijong	1	kijong	11	u	k
khenguvin	1	chenguvin	11	k	c
aal	1	dal	11	a	d
aal	1	mal	11	a	m
beijah	1	neijah	11	b	n
iengpa	1	jengpa	11	i	j
pomtah	1	nomtah	11	p	n
thapen	1	phapen	11	t	p
phatai	1	lhatai	11	p	l
lah-uvin	1	tah-uvin	11	l	t
ger	1	ser	11	g	s
vakol	1	nakol	11	v	n
eal	1	dal	11	e	d
eal	1	mal	11	e	m
lhenguvin	1	chenguvin	11	l	c
gelouva	1	helouva	11	g	h
thomin	1	ahomin	11	t	a
deiyun	1	heiyun	11	d	h
ga-ngah	1	ka-ngah	11	g	k
ikholjin	1	akholjin	11	i	a
gojong	1	tojong	11	g	t
konsah	1	donsah	11	k	d
thenguvin	1	chenguvin	11	t	c
sola	1	gola	11	s	g
ahaova	1	khaova	11	a	k
hungjo	1	nungjo	11	h	n
shaiyin	1	lhaiyin	11	s	l
eiladoh	1	kiladoh	11	e	k
neisoh	1	beisoh	11	n	b
ahapen	1	phapen	11	a	p
kab	1	rab	11	k	r
lthilbolu	1	athilbolu	11	l	a
eath	1	kath	11	e	k
sab	1	rab	11	s	r
cath	1	kath	11	c	k
bab	1	rab	11	b	r
bedan	1	dedan	11	b	d
nepher	1	hepher	11	n	h
gaodoh	1	haodoh	11	g	h
cai	1	bai	11	c	b
macha	1	nacha	11	m	n
kapeuve	1	napeuve	11	k	n
seijah	1	neijah	11	s	n
eman	1	oman	11	e	o
kakipeh	1	nakipeh	11	k	n
eiboldoh	1	kiboldoh	11	e	k
velouva	1	helouva	11	v	h
kanel	1	janel	11	k	j
timan	1	kiman	11	t	k
nakhi	1	sakhi	11	n	s
neidia	1	keidia	11	n	k
deilama	1	veilama	11	d	v
tomin	1	lomin	11	t	l
zalmun	1	palmun	11	z	p
zalmun	1	galmun	11	z	g
janguva	1	sanguva	11	j	s
vamin	1	samin	11	v	s
peldoh-in	1	geldoh-in	11	p	g
seiyan	1	neiyan	11	s	n
lhomna	1	khomna	11	l	k
bonsan	1	ponsan	11	b	p
gapan	1	hapan	11	g	h
heilha	1	neilha	11	h	n
gasun	1	kasun	11	g	k
ganu	1	danu	11	g	d
kunpa	1	sunpa	11	k	s
lhanguva	1	changuva	11	l	c
tongdoh	1	kongdoh	11	t	k
nalhagaovin	1	kalhagaovin	11	n	k
cal	1	dal	11	c	d
cal	1	mal	11	c	m
langu	1	pangu	11	l	p
nanin	1	banin	11	n	b
pop	1	dop	11	p	d
machop	1	kachop	11	m	k
ka-ngong	1	na-ngong	11	k	n
kangu	1	pangu	11	k	p
sonsah	1	donsah	11	s	d
kaneiyuva	1	naneiyuva	11	k	n
tungu	1	nungu	11	t	n
hingsa	1	jingsa	11	h	j
kakaiya	1	lakaiya	11	k	l
namset	1	hamset	11	n	h
selouva	1	helouva	11	s	h
tahdoh	1	sahdoh	11	t	s
gada	1	kada	11	g	k
ka-pau	1	na-pau	11	k	n
ahungma	1	chungma	11	a	c
lanin	1	banin	11	l	b
kimsah	1	limsah	11	k	l
imitmu	1	amitmu	11	i	a
veu	1	jeu	11	v	j
lhagam	1	thagam	11	l	t
ngolpa	1	agolpa	11	n	a
gaphet	1	kaphet	11	g	k
htia	1	itia	11	h	i
kengle	1	hengle	11	k	h
aanguva	1	sanguva	11	a	s
inel	1	anel	11	i	a
uman	1	oman	11	u	o
jingho	1	dingho	11	j	d
jingbou	1	dingbou	11	j	d
-em	1	kem	11	-	k
nini	1	mini	11	n	m
hanel	1	janel	11	h	j
ganthei	1	santhei	11	g	s
bonsah	1	donsah	11	b	d
pangbou	1	nangbou	11	p	n
ikhan	1	akhan	11	i	a
janu	1	danu	11	j	d
bangbou	1	nangbou	11	b	n
sanu	1	danu	11	s	d
top	1	dop	11	t	d
thangdoh	1	khangdoh	11	t	k
keiyan	1	neiyan	11	k	n
hatuh	1	natuh	11	h	n
seisoh	1	beisoh	11	s	b
paodoh	1	haodoh	11	p	h
jomin	1	lomin	11	j	l
hanu	1	danu	11	h	d
chiti	1	ahiti	11	c	a
nuiya	1	luiya	10	n	l
tahash	1	nahash	10	t	n
nahai	1	kahai	10	n	k
hoikhom	1	doikhom	10	h	d
vap	1	dap	10	v	d
hoh-in	1	toh-in	10	h	t
uijong	1	mijong	10	u	m
ketna	1	detna	10	k	d
saova	1	paova	10	s	p
halpeh	1	kalpeh	10	h	k
toluvin	1	boluvin	10	t	b
na-ah	1	va-ah	10	n	v
vama	1	hama	10	v	h
kedoh	1	ledoh	10	k	l
hingjong	1	dingjong	10	h	d
katna	1	matna	10	k	m
sutpeh	1	lutpeh	10	s	l
mung	1	vung	10	m	v
salu	1	nalu	10	s	n
misang	1	kisang	10	m	k
khasa	1	thasa	10	k	t
songlouva	1	longlouva	10	s	l
misol	1	kisol	10	m	k
koh-in	1	toh-in	10	k	t
gemin	1	demin	10	g	d
qi	1	di	10	q	d
qi	1	ii	10	q	i
gona	1	sona	10	g	s
papathenin	1	napathenin	10	p	n
gadou	1	nadou	10	g	n
mibon	1	dibon	10	m	d
lumsoh	1	aumsoh	10	l	a
aung	1	vung	10	a	v
beco	1	neco	10	b	n
neiye	1	teiye	10	n	t
sola	1	pola	10	s	p
thaiya	1	lhaiya	10	t	l
cama	1	hama	10	c	h
lelpi	1	kelpi	10	l	k
haomi	1	naomi	10	h	n
pouna	1	kouna	10	p	k
aeiye	1	teiye	10	a	t
i-a	1	e-a	10	i	e
-moth	1	emoth	10	-	e
-chu	1	achu	10	-	a
ngamu	1	agamu	10	n	a
rum	1	dum	10	r	d
laova	1	paova	10	l	p
itho	1	atho	10	i	a
hap	1	dap	10	h	d
ahoipeh	1	choipeh	10	a	c
nalhendohsa	1	kalhendohsa	10	n	k
lenguva	1	henguva	10	l	h
saiyuvin	1	paiyuvin	10	s	p
saiyuvin	1	laiyuvin	10	s	l
jorah	1	zorah	10	j	z
